"file","variable","producer_files"
"D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R","deg_awarded","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R","end_year","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R","in_state","D:/Users/martensn/BRAIN_DRAIN/Code/07_regressions.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R","n","D:/Users/martensn/BRAIN_DRAIN/Code/07_regressions.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/b_embedding_test.R;D:/Users/martensn/BRAIN_DRAIN/Code/c_col_hs_classification.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed_new.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R","start_year","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R","state","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/intercensal.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R","state_code","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/intercensal.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R","variable","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/intercensal.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R","year","D:/Users/martensn/BRAIN_DRAIN/Code/05_merge.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/b_embedding_test.R","alias","D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/b_embedding_test.R","classify_ed_string","D:/Users/martensn/BRAIN_DRAIN/Code/c_col_hs_classification.R;D:/Users/martensn/BRAIN_DRAIN/Code/demo.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/01_col_hs_crosswalk.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed_new.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/b_embedding_test.R","input","D:/Users/martensn/BRAIN_DRAIN/Code/demo.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/01_col_hs_crosswalk.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/cohort.R","bkgrnd","D:/Users/martensn/BRAIN_DRAIN/Code/09b_plots_old.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/cohort.R","directory","D:/Users/martensn/BRAIN_DRAIN/Code/00_crosswalks.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/01_shocks.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/02_col_chars.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/02_hs_chars.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/03_li_ed.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/04_li_ed_pos.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/05_merge.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/06_finalize_data.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/07_regressions.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/08_data_generation.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09b_plots_old.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/10_roi.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/b_embedding_test.R;D:/Users/martensn/BRAIN_DRAIN/Code/c_col_hs_classification.R;D:/Users/martensn/BRAIN_DRAIN/Code/demo.R;D:/Users/martensn/BRAIN_DRAIN/Code/d_sample_construction.R;D:/Users/martensn/BRAIN_DRAIN/Code/e_detect_mismatches.R;D:/Users/martensn/BRAIN_DRAIN/Code/yagan.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/01_col_hs_crosswalk.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed_new.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/03_crosswalk_val.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/04_col_hs_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/05_demographics.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/06_census.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/cohort.R","dpi","D:/Users/martensn/BRAIN_DRAIN/Code/09b_plots_old.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/cohort.R","hei","D:/Users/martensn/BRAIN_DRAIN/Code/09b_plots_old.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/cohort.R","unit","D:/Users/martensn/BRAIN_DRAIN/Code/09b_plots_old.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/cohort.R","wid","D:/Users/martensn/BRAIN_DRAIN/Code/09b_plots_old.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/c_col_hs_classification.R","alias","D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/demo.R","alias","D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/d_sample_construction.R","col_name","D:/Users/martensn/BRAIN_DRAIN/Code/05_merge.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/d_sample_construction.R","coverage","D:/Users/martensn/BRAIN_DRAIN/Code/10_roi.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/d_sample_construction.R","deg_awarded","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/e_detect_mismatches.R","cbsa_name","D:/Users/martensn/BRAIN_DRAIN/Code/09b_plots_old.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/e_detect_mismatches.R","col_name","D:/Users/martensn/BRAIN_DRAIN/Code/05_merge.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/e_detect_mismatches.R","unified_cbsa_name","D:/Users/martensn/BRAIN_DRAIN/Code/00_crosswalks.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/e_scrape.R","alias","D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/e_scrape.R","col_alias","D:/Users/martensn/BRAIN_DRAIN/Code/b_embedding_test.R;D:/Users/martensn/BRAIN_DRAIN/Code/c_col_hs_classification.R;D:/Users/martensn/BRAIN_DRAIN/Code/demo.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/01_col_hs_crosswalk.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed_new.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/e_scrape.R","directory","D:/Users/martensn/BRAIN_DRAIN/Code/00_crosswalks.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/01_shocks.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/02_col_chars.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/02_hs_chars.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/03_li_ed.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/04_li_ed_pos.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/05_merge.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/06_finalize_data.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/07_regressions.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/08_data_generation.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09b_plots_old.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/10_roi.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/b_embedding_test.R;D:/Users/martensn/BRAIN_DRAIN/Code/c_col_hs_classification.R;D:/Users/martensn/BRAIN_DRAIN/Code/demo.R;D:/Users/martensn/BRAIN_DRAIN/Code/d_sample_construction.R;D:/Users/martensn/BRAIN_DRAIN/Code/e_detect_mismatches.R;D:/Users/martensn/BRAIN_DRAIN/Code/yagan.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/01_col_hs_crosswalk.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed_new.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/03_crosswalk_val.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/04_col_hs_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/05_demographics.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/06_census.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/intercensal.R","directory","D:/Users/martensn/BRAIN_DRAIN/Code/00_crosswalks.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/01_shocks.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/02_col_chars.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/02_hs_chars.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/03_li_ed.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/04_li_ed_pos.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/05_merge.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/06_finalize_data.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/07_regressions.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/08_data_generation.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09b_plots_old.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/10_roi.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/b_embedding_test.R;D:/Users/martensn/BRAIN_DRAIN/Code/c_col_hs_classification.R;D:/Users/martensn/BRAIN_DRAIN/Code/demo.R;D:/Users/martensn/BRAIN_DRAIN/Code/d_sample_construction.R;D:/Users/martensn/BRAIN_DRAIN/Code/e_detect_mismatches.R;D:/Users/martensn/BRAIN_DRAIN/Code/yagan.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/01_col_hs_crosswalk.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed_new.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/03_crosswalk_val.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/04_col_hs_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/05_demographics.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/06_census.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/intercensal.R","unified_cbsa","D:/Users/martensn/BRAIN_DRAIN/Code/00_crosswalks.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/intercensal.R","year","D:/Users/martensn/BRAIN_DRAIN/Code/05_merge.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/yagan.R","bin","D:/Users/martensn/BRAIN_DRAIN/Code/08_data_generation.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09b_plots_old.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/yagan.R","bkgrnd","D:/Users/martensn/BRAIN_DRAIN/Code/09b_plots_old.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/yagan.R","cbsa","D:/Users/martensn/BRAIN_DRAIN/Code/00_crosswalks.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/yagan.R","data","D:/Users/martensn/BRAIN_DRAIN/Code/06_finalize_data.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/07_regressions.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/08_data_generation.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/measure_return.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/yagan.R","dpi","D:/Users/martensn/BRAIN_DRAIN/Code/09b_plots_old.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/yagan.R","hei","D:/Users/martensn/BRAIN_DRAIN/Code/09b_plots_old.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/yagan.R","model","D:/Users/martensn/BRAIN_DRAIN/Code/07_regressions.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/08_data_generation.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/b_embedding_test.R;D:/Users/martensn/BRAIN_DRAIN/Code/c_col_hs_classification.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed_new.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/04_col_hs_construct.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/yagan.R","regression","D:/Users/martensn/BRAIN_DRAIN/Code/06_finalize_data.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/yagan.R","unit","D:/Users/martensn/BRAIN_DRAIN/Code/09b_plots_old.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/yagan.R","wid","D:/Users/martensn/BRAIN_DRAIN/Code/09b_plots_old.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/yagan.R","year","D:/Users/martensn/BRAIN_DRAIN/Code/05_merge.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R","col_state","D:/Users/martensn/BRAIN_DRAIN/Code/04_li_ed_pos.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R","data_dir","D:/Users/martensn/BRAIN_DRAIN/Code/demo.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/01_col_hs_crosswalk.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/03_crosswalk_val.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/04_col_hs_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/05_demographics.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/06_census.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R","deg_awarded","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R","end_year","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R","n","D:/Users/martensn/BRAIN_DRAIN/Code/07_regressions.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/b_embedding_test.R;D:/Users/martensn/BRAIN_DRAIN/Code/c_col_hs_classification.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed_new.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R","start_year","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R","state","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/intercensal.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R","state_code","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/intercensal.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R","variable","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/intercensal.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R","year","D:/Users/martensn/BRAIN_DRAIN/Code/05_merge.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/01_col_hs_crosswalk.R","alias","D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed.R","alias","D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed.R","state","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/intercensal.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed.R","state_code","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/intercensal.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed_new.R","alias","D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed_new.R","inst_name","D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed_new.R","total","D:/Users/martensn/BRAIN_DRAIN/Code/08_data_generation.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/03_crosswalk_val.R","city","D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/03_crosswalk_val.R","coverage","D:/Users/martensn/BRAIN_DRAIN/Code/10_roi.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/03_crosswalk_val.R","deg_awarded","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/03_crosswalk_val.R","inst_name","D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/03_crosswalk_val.R","n","D:/Users/martensn/BRAIN_DRAIN/Code/07_regressions.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/b_embedding_test.R;D:/Users/martensn/BRAIN_DRAIN/Code/c_col_hs_classification.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed_new.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/04_col_hs_construct.R","col_state","D:/Users/martensn/BRAIN_DRAIN/Code/04_li_ed_pos.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/04_col_hs_construct.R","col_string","D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/04_col_hs_construct.R","fips","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/intercensal.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/04_col_hs_construct.R","hs_string","D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/04_col_hs_construct.R","in_state","D:/Users/martensn/BRAIN_DRAIN/Code/07_regressions.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/04_col_hs_construct.R","inst_name","D:/Users/martensn/BRAIN_DRAIN/Code/a_hs_col_construct.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/00_alias_generation.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/04_col_hs_construct.R","level","D:/Users/martensn/BRAIN_DRAIN/Code/05_merge.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/04_col_hs_construct.R","n","D:/Users/martensn/BRAIN_DRAIN/Code/07_regressions.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/b_embedding_test.R;D:/Users/martensn/BRAIN_DRAIN/Code/c_col_hs_classification.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed_new.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/04_col_hs_construct.R","year","D:/Users/martensn/BRAIN_DRAIN/Code/05_merge.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/05_demographics.R","variable","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/intercensal.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/06_census.R","age","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/intercensal.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/06_census.R","fips","D:/Users/martensn/BRAIN_DRAIN/Code/09_plots.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/intercensal.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/06_census.R","n","D:/Users/martensn/BRAIN_DRAIN/Code/07_regressions.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/b_embedding_test.R;D:/Users/martensn/BRAIN_DRAIN/Code/c_col_hs_classification.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed.R;D:/Users/martensn/BRAIN_DRAIN/Code/new/02_embed_new.R"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/06_census.R","raw_grad_rates","D:/Users/martensn/BRAIN_DRAIN/Code/02_col_chars.Rmd;D:/Users/martensn/BRAIN_DRAIN/Code/10_roi.Rmd"
"D:/Users/martensn/BRAIN_DRAIN/Code/new/06_census.R","year","D:/Users/martensn/BRAIN_DRAIN/Code/05_merge.Rmd"
